Layer,Baseline,Conditional
1,3.585230204089837,3.581720106802101
2,3.5931679151479416,3.587303933721055
3,3.6035336319414664,3.5985704163539878
4,3.6268949165147943,3.6111137167667238
5,3.6182302275407374,3.6180715151961835
6,3.6408657904963553,3.592447218723199
7,3.6678226006378645,3.608820972475343
8,3.61544459557247,3.598281467758362
9,3.6171946190233704,3.5945050352433534
10,3.64772559766295,3.612754861036664
11,3.648274181228559,3.623002067029374
12,3.6767707942484993,3.6128876098842198
