Layer,Baseline,Conditional
1,4.489237292962049,4.480906169672641
2,4.568568758040309,4.493340446773156
3,4.609755239601201,4.534445268948328
4,4.627719885693611,4.5267194535270155
5,4.598860621247856,4.542013209557247
6,4.605153000375214,4.54750155780982
7,4.602303715962693,4.543101582600772
8,4.604703664370712,4.539521132611493
9,4.639611586084905,4.551682099592624
10,4.644291715801887,4.551829522003645
11,4.6553710099967835,4.554924488100343
12,4.672988917774442,4.5815455650997
