Layer,Baseline,Conditional
1,4.550023283394082,4.570142062205188
2,4.642929469741638,4.590043501420454
3,4.6040851468696395,4.593203091498713
4,4.651885619907804,4.624350493808962
5,4.6457950860313035,4.613490633040309
6,4.617406933426244,4.620231929406089
7,4.6070420541648796,4.598010107338122
8,4.603964123472341,4.602393331903945
9,4.607188622293096,4.577078922330617
10,4.617807273799314,4.5633354383308316
11,4.648239423643868,4.5915116952991
12,4.7270340306067755,4.654220240807247
