Layer,Baseline,Conditional
1,3.530798988931175,3.5232465426672386
2,3.545424394296741,3.4948891693691038
3,3.5928559344178814,3.473852455309284
4,3.5810714381432245,3.493694429741102
5,3.5851070868621355,3.489809327428173
6,3.5820844332922386,3.4671490572737995
7,3.589471466954331,3.468777638561321
8,3.5719356373284734,3.466884606493889
9,3.5920045829759863,3.4848825444897082
10,3.597937242040094,3.521319799930317
11,3.595128577937393,3.5108408069119856
12,3.6171858249356776,3.537192709450043
