Layer,Baseline,Conditional
1,3.559550630494211,3.526694662575043
2,3.5708233946183534,3.39211036328795
3,3.5884986733490565,3.433785754247963
4,3.594031410806175,3.4019080238931174
5,3.5809139820969125,3.4704573093106776
6,3.6288300345733275,3.510223545709155
