Layer,Baseline,Conditional
1,3.592438843401587,3.5858855730060033
2,3.627831277471055,3.607621207654374
3,3.6489165683962264,3.5980343957707976
4,3.637619934605489,3.615362517420669
5,3.654474013052101,3.6199287427637223
6,3.6584070640812607,3.625887784090909
